,type,url,review_rating,film_name,no_of_reviewer,sub_links
32,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,97%,La Grande illusion (Grand Illusion) (1938),68,[]
33,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,100%,Seven Samurai (Shichinin no Samurai) (1956),87,"[{'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/624107', 'language': 'Vietnamese', 'author': 'hoangtubongma'}, {'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/459008', 'language': 'Vietnamese', 'author': 'tieu_tung'}, {'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/288185', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}]"
34,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,97%,"Nosferatu, a Symphony of Horror (Nosferatu, eine Symphonie des Grauens) (Nosferatu the Vampire) (1922)",67,"[{'sub_link': 'https://subscene.com//subtitles/interview-with-the-vampire-the-vampire-chronicles/vietnamese/616336', 'language': 'Vietnamese', 'author': 'mexteur'}, {'sub_link': 'https://subscene.com//subtitles/interview-with-the-vampire-the-vampire-chronicles/vietnamese/964103', 'language': 'Vietnamese', 'author': '9xfoxy'}]"
35,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,99%,The Battle of Algiers (La Battaglia di Algeri) (1967),89,"[{'sub_link': 'https://subscene.com//subtitles/the-battle-of-algiers-la-battaglia-di-algeri/vietnamese/1169428', 'language': 'Vietnamese', 'author': 'GKKD'}]"
36,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,99%,Shoplifters (Manbiki kazoku) (2018),227,"[{'sub_link': 'https://subscene.com//subtitles/shoplifters/vietnamese/1955747', 'language': 'Vietnamese', 'author': 'tieu_dao_tac'}, {'sub_link': 'https://subscene.com//subtitles/shoplifters/vietnamese/1937879', 'language': 'Vietnamese', 'author': 'tieu_dao_tac'}]"
37,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,97%,Metropolis (1927),133,"[{'sub_link': 'https://subscene.com//subtitles/metropolis/vietnamese/1764129', 'language': 'Vietnamese', 'author': 'PhucLinh'}, {'sub_link': 'https://subscene.com//subtitles/metropolis/vietnamese/760443', 'language': 'Vietnamese', 'author': 'ltluan87'}, {'sub_link': 'https://subscene.com//subtitles/metropolis/vietnamese/396006', 'language': 'Vietnamese', 'author': 'vnbits'}]"
38,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,100%,M (1931),60,"[{'sub_link': 'https://subscene.com//subtitles/m/vietnamese/918878', 'language': 'Vietnamese', 'author': 'HighCode'}]"
39,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,98%,Rashômon (1951),56,"[{'sub_link': 'https://subscene.com//subtitles/rashomon-rashmon/vietnamese/288406', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}]"
40,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,97%,Army of Shadows (L'Armée des ombres) (1969),75,"[{'sub_link': 'https://subscene.com//subtitles/army-of-shadows-landnbsplarme-des-ombres/vietnamese/2264044', 'language': 'Vietnamese', 'author': 'Tetsuo1988'}, {'sub_link': 'https://subscene.com//subtitles/army-of-shadows-landnbsplarme-des-ombres/vietnamese/1823454', 'language': 'Vietnamese', 'author': 'ivy68'}, {'sub_link': 'https://subscene.com//subtitles/army-of-shadows-landnbsplarme-des-ombres/vietnamese/491108', 'language': 'Vietnamese', 'author': 'duchuy2007'}]"
41,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,100%,Tokyo Story (Tôkyô monogatari) (1953),49,"[{'sub_link': 'https://subscene.com//subtitles/tokyo-story-tky-monogatari/vietnamese/353433', 'language': 'Vietnamese', 'author': 'ivy68'}, {'sub_link': 'https://subscene.com//subtitles/tokyo-story-tky-monogatari/vietnamese/295999', 'language': 'Vietnamese', 'author': 'trumxhden'}, {'sub_link': 'https://subscene.com//subtitles/tokyo-story-tky-monogatari/vietnamese/295998', 'language': 'Vietnamese', 'author': 'trumxhden'}]"
42,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,100%,Battleship Potemkin (1925),49,"[{'sub_link': 'https://subscene.com//subtitles/battleship-potemkin/vietnamese/346180', 'language': 'Vietnamese', 'author': 'ivy68'}]"
43,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,97%,Pather Panchali (1955),71,"[{'sub_link': 'https://subscene.com//subtitles/pather-panchali/vietnamese/321529', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}]"
44,Top 100 Art House & International Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_art_house__international_movies/,100%,The Wages of Fear (1953),45,[]
45,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,It Happened One Night (1934),97,"[{'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1805117', 'language': 'Vietnamese', 'author': 'Black Magician'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1379284', 'language': 'Vietnamese', 'author': 'dtsinhbig'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1065251', 'language': 'Vietnamese', 'author': 'tapchoi'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1902877', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/588310', 'language': 'Vietnamese', 'author': 'huangdeng'}]"
46,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Modern Times (1936),108,"[{'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/2035533', 'language': 'Vietnamese', 'author': 'HuaChangMusic'}, {'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/262096', 'language': 'Vietnamese', 'author': 'Hiendaoduc'}, {'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/340133', 'language': 'Vietnamese', 'author': 'Mu0nKh0cWa'}, {'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/354233', 'language': 'Vietnamese', 'author': 'logop8x'}, {'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/511549', 'language': 'Vietnamese', 'author': 'letuanh2510'}]"
47,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,Citizen Kane (1941),117,"[{'sub_link': 'https://subscene.com//subtitles/citizen-kane/vietnamese/283705', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/citizen-kane/vietnamese/768691', 'language': 'Vietnamese', 'author': 'goocbachop'}, {'sub_link': 'https://subscene.com//subtitles/citizen-kane/vietnamese/618959', 'language': 'Vietnamese', 'author': 'hoangtubongma'}, {'sub_link': 'https://subscene.com//subtitles/citizen-kane/vietnamese/476823', 'language': 'Vietnamese', 'author': 'kiss123'}]"
48,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,The Wizard of Oz (1939),145,"[{'sub_link': 'https://subscene.com//subtitles/the-wizard-of-oz/vietnamese/289193', 'language': 'Vietnamese', 'author': 'Myanh'}, {'sub_link': 'https://subscene.com//subtitles/the-wizard-of-oz/vietnamese/290828', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}]"
49,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,Casablanca (1942),124,"[{'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1027327', 'language': 'Vietnamese', 'author': 'damsel_in_distress'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1523310', 'language': 'Vietnamese', 'author': 'thienthanh'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1805765', 'language': 'Vietnamese', 'author': 'dungsub'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/442018', 'language': 'Vietnamese', 'author': 'mp3sony'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/96744', 'language': 'Vietnamese', 'author': 'denise'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/262008', 'language': 'Vietnamese', 'author': 'bagiakhatmau'}]"
50,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,All About Eve (1950),103,"[{'sub_link': 'https://subscene.com//subtitles/all-about-eve/vietnamese/2441048', 'language': 'Vietnamese', 'author': 'quynhchi'}]"
51,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,The Philadelphia Story (1940),101,"[{'sub_link': 'https://subscene.com//subtitles/the-philadelphia-story/vietnamese/1046214', 'language': 'Vietnamese', 'author': 'windyday_296'}, {'sub_link': 'https://subscene.com//subtitles/the-philadelphia-story/vietnamese/1805966', 'language': 'Vietnamese', 'author': 'dungsub'}]"
52,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,The Cabinet of Dr. Caligari (Das Cabinet des Dr. Caligari) (1920),67,"[{'sub_link': 'https://subscene.com//subtitles/the-cabinet-of-dr-caligari-das-cabinet-des-dr-caligari/vietnamese/962121', 'language': 'Vietnamese', 'author': 'Royce.Jr'}]"
53,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Rebecca (1940),94,"[{'sub_link': 'https://subscene.com//subtitles/rebecca/vietnamese/966113', 'language': 'Vietnamese', 'author': 'VictorR'}, {'sub_link': 'https://subscene.com//subtitles/rebecca/vietnamese/1612161', 'language': 'Vietnamese', 'author': 'chepphimHDTV'}, {'sub_link': 'https://subscene.com//subtitles/rebecca/vietnamese/1805989', 'language': 'Vietnamese', 'author': 'dungsub'}]"
54,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Rear Window (1954),122,"[{'sub_link': 'https://subscene.com//subtitles/rear-window/vietnamese/714665', 'language': 'Vietnamese', 'author': '1950s'}, {'sub_link': 'https://subscene.com//subtitles/rear-window/vietnamese/648226', 'language': 'Vietnamese', 'author': 'kamikaze11'}, {'sub_link': 'https://subscene.com//subtitles/rear-window/vietnamese/191704', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/rear-window/vietnamese/480656', 'language': 'Vietnamese', 'author': 'nhimthuan'}, {'sub_link': 'https://subscene.com//subtitles/rear-window/vietnamese/317549', 'language': 'Vietnamese', 'author': 'kiemrong08'}, {'sub_link': 'https://subscene.com//subtitles/rear-window/vietnamese/324253', 'language': 'Vietnamese', 'author': 'alibobo_02'}]"
55,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,The Third Man (1949),84,"[{'sub_link': 'https://subscene.com//subtitles/the-third-man/vietnamese/1825135', 'language': 'Vietnamese', 'author': 'ivy68'}, {'sub_link': 'https://subscene.com//subtitles/the-third-man/vietnamese/1805727', 'language': 'Vietnamese', 'author': 'dungsub'}, {'sub_link': 'https://subscene.com//subtitles/the-third-man/vietnamese/801297', 'language': 'Vietnamese', 'author': 'ltluan87'}]"
56,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,A Night at the Opera (1935),69,[]
57,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Singin' in the Rain (1952),67,"[{'sub_link': 'https://subscene.com//subtitles/singin-in-the-rain-singing-in-the-rain/vietnamese/192751', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/singin-in-the-rain-singing-in-the-rain/vietnamese/595393', 'language': 'Vietnamese', 'author': 'tungpx'}]"
58,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,La Grande illusion (Grand Illusion) (1938),68,[]
59,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Seven Samurai (Shichinin no Samurai) (1956),87,"[{'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/624107', 'language': 'Vietnamese', 'author': 'hoangtubongma'}, {'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/459008', 'language': 'Vietnamese', 'author': 'tieu_tung'}, {'sub_link': 'https://subscene.com//subtitles/seven-samurai-shichinin-no-samurai/vietnamese/288185', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}]"
60,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,It Happened One Night (1934),97,"[{'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1805117', 'language': 'Vietnamese', 'author': 'Black Magician'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1379284', 'language': 'Vietnamese', 'author': 'dtsinhbig'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1065251', 'language': 'Vietnamese', 'author': 'tapchoi'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1902877', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/588310', 'language': 'Vietnamese', 'author': 'huangdeng'}]"
61,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Modern Times (1936),108,"[{'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/2035533', 'language': 'Vietnamese', 'author': 'HuaChangMusic'}, {'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/262096', 'language': 'Vietnamese', 'author': 'Hiendaoduc'}, {'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/340133', 'language': 'Vietnamese', 'author': 'Mu0nKh0cWa'}, {'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/354233', 'language': 'Vietnamese', 'author': 'logop8x'}, {'sub_link': 'https://subscene.com//subtitles/modern-times/vietnamese/511549', 'language': 'Vietnamese', 'author': 'letuanh2510'}]"
62,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Toy Story 4 (2019),452,"[{'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2052568', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/toy-story-4/vietnamese/2058357', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}]"
63,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,Lady Bird (2017),398,"[{'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1726694', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/2367777', 'language': 'Vietnamese', 'author': 'VOZFLIX'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1734810', 'language': 'Vietnamese', 'author': 'trilinh'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/lady-bird-2017/vietnamese/1705976', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}]"
64,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,BlacKkKlansman (2018),447,"[{'sub_link': 'https://subscene.com//subtitles/blackkklansman/vietnamese/1894306', 'language': 'Vietnamese', 'author': 'Minh_Quang_16'}, {'sub_link': 'https://subscene.com//subtitles/blackkklansman/vietnamese/1894501', 'language': 'Vietnamese', 'author': 'taokhung'}, {'sub_link': 'https://subscene.com//subtitles/blackkklansman/vietnamese/1929822', 'language': 'Vietnamese', 'author': 'dungsub'}]"
65,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,The Philadelphia Story (1940),101,"[{'sub_link': 'https://subscene.com//subtitles/the-philadelphia-story/vietnamese/1046214', 'language': 'Vietnamese', 'author': 'windyday_296'}, {'sub_link': 'https://subscene.com//subtitles/the-philadelphia-story/vietnamese/1805966', 'language': 'Vietnamese', 'author': 'dungsub'}]"
66,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,Eighth Grade (2018),318,"[{'sub_link': 'https://subscene.com//subtitles/eighth-grade/vietnamese/1852519', 'language': 'Vietnamese', 'author': 'Redz'}, {'sub_link': 'https://subscene.com//subtitles/eighth-grade/vietnamese/1849649', 'language': 'Vietnamese', 'author': 'CanhChimCoDon'}, {'sub_link': 'https://subscene.com//subtitles/eighth-grade/vietnamese/1852519', 'language': 'Vietnamese', 'author': 'Redz'}]"
67,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Booksmart (2019),376,"[{'sub_link': 'https://subscene.com//subtitles/booksmart/vietnamese/2046930', 'language': 'Vietnamese', 'author': 'Phe_Sub'}]"
