,type,url,review_rating,film_name,no_of_reviewer,sub_links
162,Top 100 Mystery & Suspense Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_mystery__suspense_movies/,94%,Arrival (2016),434,"[{'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1533797', 'language': 'Vietnamese', 'author': 'czt1234'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/2005307', 'language': 'Vietnamese', 'author': 'vOzer_X'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/arrival/vietnamese/1908186', 'language': 'Vietnamese', 'author': 'pmqcondeo'}]"
163,Top 100 Mystery & Suspense Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_mystery__suspense_movies/,96%,Argo (2012),360,"[{'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/1467165', 'language': 'Vietnamese', 'author': 'dungsub'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/1467165', 'language': 'Vietnamese', 'author': 'dungsub'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/677704', 'language': 'Vietnamese', 'author': 'Red Fate'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/687506', 'language': 'Vietnamese', 'author': 'hoang.kings'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/693177', 'language': 'Vietnamese', 'author': 'GenesisQ'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/836851', 'language': 'Vietnamese', 'author': 'cnbao91'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/683403', 'language': 'Vietnamese', 'author': 'uroif'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/683752', 'language': 'Vietnamese', 'author': 'lenamtrung'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/675693', 'language': 'Vietnamese', 'author': 'vannguyenqn'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/667929', 'language': 'Vietnamese', 'author': 'gaalians'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/667929', 'language': 'Vietnamese', 'author': 'gaalians'}, {'sub_link': 'https://subscene.com//subtitles/argo-2012/vietnamese/677704', 'language': 'Vietnamese', 'author': 'Red Fate'}]"
164,Top 100 Mystery & Suspense Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_mystery__suspense_movies/,100%,The Maltese Falcon (1941),62,"[{'sub_link': 'https://subscene.com//subtitles/the-maltese-falcon/vietnamese/573421', 'language': 'Vietnamese', 'author': 'tieu_tung'}]"
165,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,99%,It Happened One Night (1934),97,"[{'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1805117', 'language': 'Vietnamese', 'author': 'Black Magician'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1379284', 'language': 'Vietnamese', 'author': 'dtsinhbig'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1065251', 'language': 'Vietnamese', 'author': 'tapchoi'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/1902877', 'language': 'Vietnamese', 'author': 'pmqcondeo'}, {'sub_link': 'https://subscene.com//subtitles/it-happened-one-night/vietnamese/588310', 'language': 'Vietnamese', 'author': 'huangdeng'}]"
166,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,99%,Casablanca (1942),124,"[{'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1027327', 'language': 'Vietnamese', 'author': 'damsel_in_distress'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1523310', 'language': 'Vietnamese', 'author': 'thienthanh'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/1805765', 'language': 'Vietnamese', 'author': 'dungsub'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/442018', 'language': 'Vietnamese', 'author': 'mp3sony'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/96744', 'language': 'Vietnamese', 'author': 'denise'}, {'sub_link': 'https://subscene.com//subtitles/casablanca/vietnamese/262008', 'language': 'Vietnamese', 'author': 'bagiakhatmau'}]"
167,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,100%,The Philadelphia Story (1940),101,"[{'sub_link': 'https://subscene.com//subtitles/the-philadelphia-story/vietnamese/1046214', 'language': 'Vietnamese', 'author': 'windyday_296'}, {'sub_link': 'https://subscene.com//subtitles/the-philadelphia-story/vietnamese/1805966', 'language': 'Vietnamese', 'author': 'dungsub'}]"
168,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,92%,The Shape of Water (2017),459,"[{'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728070', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734249', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728070', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728070', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728070', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1728095', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/the-shape-of-water/vietnamese/1734676', 'language': 'Vietnamese', 'author': 'silverscreenjunkie'}]"
169,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,97%,A Night at the Opera (1935),69,[]
170,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,100%,Singin' in the Rain (1952),67,"[{'sub_link': 'https://subscene.com//subtitles/singin-in-the-rain-singing-in-the-rain/vietnamese/192751', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/singin-in-the-rain-singing-in-the-rain/vietnamese/595393', 'language': 'Vietnamese', 'author': 'tungpx'}]"
171,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,99%,On the Waterfront (1954),105,"[{'sub_link': 'https://subscene.com//subtitles/on-the-waterfront/vietnamese/737407', 'language': 'Vietnamese', 'author': 'zikzero'}]"
172,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,96%,An American in Paris (1951),94,"[{'sub_link': 'https://subscene.com//subtitles/an-american-in-paris/vietnamese/571191', 'language': 'Vietnamese', 'author': 'tieu_tung'}, {'sub_link': 'https://subscene.com//subtitles/an-american-in-paris/vietnamese/516812', 'language': 'Vietnamese', 'author': 'trungduc75_1995'}]"
173,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,98%,The Big Sick (2017),303,[]
174,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,98%,The Best Years of Our Lives (1946),91,"[{'sub_link': 'https://subscene.com//subtitles/the-best-years-of-our-lives/vietnamese/1983497', 'language': 'Vietnamese', 'author': 'SilverstoneAsen'}]"
175,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,100%,The Adventures of Robin Hood (1938),48,[]
176,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,94%,Call Me by Your Name (2018),363,"[{'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1722021', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1722021', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1722021', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1722021', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1722021', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1722021', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1722021', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1727938', 'language': 'Vietnamese', 'author': 'kan.map'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1721962', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1721962', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1721962', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1691788', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1721962', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1721962', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1721962', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1721962', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1721962', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1691788', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/call-me-by-your-name/vietnamese/1691788', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}]"
177,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,100%,Top Hat (1935),42,[]
178,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,100%,The Lady Eve (1941),47,[]
179,Top 100 Romance Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_romance_movies/,94%,Vertigo (1958),84,"[{'sub_link': 'https://subscene.com//subtitles/vertigo/vietnamese/527488', 'language': 'Vietnamese', 'author': 'taytrang89'}, {'sub_link': 'https://subscene.com//subtitles/vertigo/vietnamese/651098', 'language': 'Vietnamese', 'author': 'kamikaze11'}, {'sub_link': 'https://subscene.com//subtitles/vertigo/vietnamese/195080', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}, {'sub_link': 'https://subscene.com//subtitles/vertigo/vietnamese/714664', 'language': 'Vietnamese', 'author': '1950s'}, {'sub_link': 'https://subscene.com//subtitles/vertigo/vietnamese/817997', 'language': 'Vietnamese', 'author': 'ivy68'}]"
180,Top 100 Science Fiction & Fantasy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_science_fiction__fantasy_movies/,96%,Black Panther (2018),525,"[{'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1766955', 'language': 'Vietnamese', 'author': 'VuongNguyenVYA'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1768905', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767300', 'language': 'Vietnamese', 'author': 'ahuyblog'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767583', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1782883', 'language': 'Vietnamese', 'author': 'rongem88'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1779241', 'language': 'Vietnamese', 'author': 'QuangLeDuy'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767583', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1768298', 'language': 'Vietnamese', 'author': 'HQMARVELDCVN'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1672434', 'language': 'Vietnamese', 'author': 'Thorett'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}]"
181,Top 100 Science Fiction & Fantasy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_science_fiction__fantasy_movies/,99%,The Wizard of Oz (1939),145,"[{'sub_link': 'https://subscene.com//subtitles/the-wizard-of-oz/vietnamese/289193', 'language': 'Vietnamese', 'author': 'Myanh'}, {'sub_link': 'https://subscene.com//subtitles/the-wizard-of-oz/vietnamese/290828', 'language': 'Vietnamese', 'author': 'chau_cua_tu_xuong'}]"
182,Top 100 Science Fiction & Fantasy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_science_fiction__fantasy_movies/,94%,Avengers: Endgame (2019),546,"[{'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2026993', 'language': 'Vietnamese', 'author': 'Red Foo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979116', 'language': 'Vietnamese', 'author': 'Minh_Hieu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1978768', 'language': 'Vietnamese', 'author': 'Minh_Hieu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1981076', 'language': 'Vietnamese', 'author': 'iamshin'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979402', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979144', 'language': 'Vietnamese', 'author': 'Vietsubteam'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2043660', 'language': 'Vietnamese', 'author': 'Fan Duong'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2028063', 'language': 'Vietnamese', 'author': 'tavanthuc_a11'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2023287', 'language': 'Vietnamese', 'author': 'tremocoivo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2101448', 'language': 'Vietnamese', 'author': 'QuangLeDuy'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2027488', 'language': 'Vietnamese', 'author': 'DogNoob09'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2016028', 'language': 'Vietnamese', 'author': 'DogNoob09'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}]"
