Unnamed: 0,Unnamed: 0.1,type,url,review_rating,film_name,no_of_reviewer,sub_links,best_vietsub_link,vietsub_path
0,0,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,96%,Black Panther (2018),525,"[{'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1766955', 'language': 'Vietnamese', 'author': 'VuongNguyenVYA'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1768905', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767300', 'language': 'Vietnamese', 'author': 'ahuyblog'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767583', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1782883', 'language': 'Vietnamese', 'author': 'rongem88'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1779241', 'language': 'Vietnamese', 'author': 'QuangLeDuy'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767583', 'language': 'Vietnamese', 'author': 'ducbinh_dang'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1768298', 'language': 'Vietnamese', 'author': 'HQMARVELDCVN'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1672434', 'language': 'Vietnamese', 'author': 'Thorett'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}, {'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations'}]","{'sub_link': 'https://subscene.com//subtitles/black-panther-2018-1/vietnamese/1767550', 'language': 'Vietnamese', 'author': 'World_Translations', 'score': 10, 'download_link': 'https://subscene.com/subtitles/vietnamese-text/B30xfaFQTje0B58xmadCzmnAeZS0vGj8hfk6e0eN8VpSkU_EBAgbGRGl_lFiiPzeONc2Mexyq8Ms-zv7qV2WBot2BxPBJn5Mqf66iVBY_nA4GDrZE8S2ZkeCAQh2pmVY0'}",/home2/nguyenlm/Projects/TTS/preprocessing/crawl_subtitle/assets/vietsub/Top_100_Action_Adventure_Movies/Black_Panther_(2018)_vietsub.zip
1,1,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,94%,Avengers: Endgame (2019),546,"[{'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2026993', 'language': 'Vietnamese', 'author': 'Red Foo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979116', 'language': 'Vietnamese', 'author': 'Minh_Hieu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1978768', 'language': 'Vietnamese', 'author': 'Minh_Hieu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1981076', 'language': 'Vietnamese', 'author': 'iamshin'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979402', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/1979144', 'language': 'Vietnamese', 'author': 'Vietsubteam'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2043660', 'language': 'Vietnamese', 'author': 'Fan Duong'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2028063', 'language': 'Vietnamese', 'author': 'tavanthuc_a11'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024157', 'language': 'Vietnamese', 'author': 'ToBeu'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2023287', 'language': 'Vietnamese', 'author': 'tremocoivo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2101448', 'language': 'Vietnamese', 'author': 'QuangLeDuy'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024660', 'language': 'Vietnamese', 'author': 'AnYen98'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2027488', 'language': 'Vietnamese', 'author': 'DogNoob09'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024492', 'language': 'Vietnamese', 'author': 'aphr0moo'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2016028', 'language': 'Vietnamese', 'author': 'DogNoob09'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}, {'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe'}]","{'sub_link': 'https://subscene.com//subtitles/avengersendgame/vietnamese/2024444', 'language': 'Vietnamese', 'author': 'DiepLe', 'score': 10, 'download_link': 'https://subscene.com/subtitles/vietnamese-text/gRYNYOaoN7aoyMELspTZwBNLtJYjv-AGCqgHIl8nOhxx1etPfLGBDHCkJrAmieCtcuAnPXbJc-T0bKUxCUTitCzEe_B8ziJE7KOLZbbv3GElUKLKvw-aAnRKNlt8wOU00'}",/home2/nguyenlm/Projects/TTS/preprocessing/crawl_subtitle/assets/vietsub/Top_100_Action_Adventure_Movies/Avengers:_Endgame_(2019)_vietsub.zip
2,2,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,97%,Mission: Impossible - Fallout (2018),437,"[{'sub_link': 'https://subscene.com//subtitles/mission-impossible-fallout/vietnamese/1826008', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/mission-impossible-fallout/vietnamese/1888825', 'language': 'Vietnamese', 'author': 'Red Foo'}, {'sub_link': 'https://subscene.com//subtitles/mission-impossible-fallout/vietnamese/1893739', 'language': 'Vietnamese', 'author': 'thanh_hahuy'}, {'sub_link': 'https://subscene.com//subtitles/mission-impossible-fallout/vietnamese/1898774', 'language': 'Vietnamese', 'author': 'cuongsmiles'}, {'sub_link': 'https://subscene.com//subtitles/mission-impossible-fallout/vietnamese/1892556', 'language': 'Vietnamese', 'author': 'TunBong'}]","{'sub_link': 'https://subscene.com//subtitles/mission-impossible-fallout/vietnamese/1898774', 'language': 'Vietnamese', 'author': 'cuongsmiles', 'score': 10, 'download_link': 'https://subscene.com/subtitles/vietnamese-text/uhv0zmC0d63h-Pe92fSJb5DPJIE4gkhM2XWvIe-ZGdjtLJrQpZyV270AogPFnaew7PSpm8WlTp5q_Bvz4CPVfY9q25ch6LM5qN8Uk-089ISXqsSqftFL9QKFD7zZxA8k0'}",/home2/nguyenlm/Projects/TTS/preprocessing/crawl_subtitle/assets/vietsub/Top_100_Action_Adventure_Movies/Mission:_Impossible_-_Fallout_(2018)_vietsub.zip
3,3,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,97%,Mad Max: Fury Road (2015),433,"[{'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1131906', 'language': 'Vietnamese', 'author': '0x8'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1136277', 'language': 'Vietnamese', 'author': 'duylinh2312'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/2025233', 'language': 'Vietnamese', 'author': 'tavanthuc_a11'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1140687', 'language': 'Vietnamese', 'author': 'duylinh2312'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1170481', 'language': 'Vietnamese', 'author': 'dazhus'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1139365', 'language': 'Vietnamese', 'author': 'SystemTN'}, {'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1170651', 'language': 'Vietnamese', 'author': 'ivy68'}]","{'sub_link': 'https://subscene.com//subtitles/mad-max-fury-road-2015/vietnamese/1170651', 'language': 'Vietnamese', 'author': 'ivy68', 'score': 10, 'download_link': 'https://subscene.com/subtitles/vietnamese-text/NZv_RNIXCC4ITWQHNH2ZxwXQXRA13kCiXzrArQt95afICbBiz6ue1SomI_DZ_zq4kTeX6g1kc6ANgHf0r6aNiqnRLimh-DTPl_UNzgOcHyhIp92eo1uRVpuSMLm1ZijQ0'}",/home2/nguyenlm/Projects/TTS/preprocessing/crawl_subtitle/assets/vietsub/Top_100_Action_Adventure_Movies/Mad_Max:_Fury_Road_(2015)_vietsub.zip
4,4,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,97%,Spider-Man: Into the Spider-Verse (2018),392,"[{'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2126995', 'language': 'Vietnamese', 'author': 'Red Foo'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939817', 'language': 'Vietnamese', 'author': 'Hash30'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1945572', 'language': 'Vietnamese', 'author': 'Redz'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1940450', 'language': 'Vietnamese', 'author': 'ThePandA'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1940427', 'language': 'Vietnamese', 'author': 'Kkieudungg'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1939889', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/2046575', 'language': 'Vietnamese', 'author': 'bornfreeonekiss'}, {'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1945572', 'language': 'Vietnamese', 'author': 'Redz'}]","{'sub_link': 'https://subscene.com//subtitles/spider-man-into-the-spider-verse/vietnamese/1945572', 'language': 'Vietnamese', 'author': 'Redz', 'score': 10, 'download_link': 'https://subscene.com/subtitles/vietnamese-text/e8vfiQgx_8ZyAANJUSwEEu2869SWnF_jMY5n2aU3i4FmZ7ufyetMO6d_9Lmx4nvVutL95SeqomqgsrSfkzrtkWXIi9YMjpacrpn1bLmarbdq5pT441wUD5YkDt2JTVUw0'}",/home2/nguyenlm/Projects/TTS/preprocessing/crawl_subtitle/assets/vietsub/Top_100_Action_Adventure_Movies/Spider-Man:_Into_the_Spider-Verse_(2018)_vietsub.zip
5,5,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,93%,Wonder Woman (2017),471,"[{'sub_link': 'https://subscene.com//subtitles/wonder-woman/vietnamese/211640', 'language': 'Vietnamese', 'author': 'nlsinh'}, {'sub_link': 'https://subscene.com//subtitles/wonder-woman/vietnamese/210427', 'language': 'Vietnamese', 'author': 'xrockvn'}]","{'sub_link': 'https://subscene.com//subtitles/wonder-woman/vietnamese/211640', 'language': 'Vietnamese', 'author': 'nlsinh', 'score': 10, 'download_link': 'https://subscene.com/subtitles/vietnamese-text/oC2V9CCGiQpdaDNZpnB30y0qo-J4axIVthmO5IOMQ1tCypO7CppZPAUGWmmq0uvmkKTWrsBx43uxL0rl0W2AnQQF5zGSgI0DruBeAi_JZk3q_ZTCbUZ7J9zW27iVUzXN0'}",/home2/nguyenlm/Projects/TTS/preprocessing/crawl_subtitle/assets/vietsub/Top_100_Action_Adventure_Movies/Wonder_Woman_(2017)_vietsub.zip
6,6,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,97%,Coco (2017),352,"[{'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/2197592', 'language': 'Vietnamese', 'author': 'truongbinhtran'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1696930', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}, {'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1710148', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh'}]","{'sub_link': 'https://subscene.com//subtitles/coco/vietnamese/1717741', 'language': 'Vietnamese', 'author': 'KenhCuaDaoLeMinh', 'score': 10, 'download_link': 'https://subscene.com/subtitles/vietnamese-text/58L37okEVMlMhkd-jdfEJKblEV8VmawHNIaOrbLI7xz-uiHwIpuH45aFPHuXInLR-SzT0khJz38cRF2Az_6EpEPcdImC4rzW32kEVg5irlv_0o5_AuYdM4RUBFWmyHvg0'}",/home2/nguyenlm/Projects/TTS/preprocessing/crawl_subtitle/assets/vietsub/Top_100_Action_Adventure_Movies/Coco_(2017)_vietsub.zip
7,7,Top 100 Action & Adventure Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_action__adventure_movies/,92%,Dunkirk (2017),461,"[{'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678784', 'language': 'Vietnamese', 'author': 'PhamThao03596'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN'}, {'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/2208436', 'language': 'Vietnamese', 'author': 'Hidenclow'}]","{'sub_link': 'https://subscene.com//subtitles/dunkirk/vietnamese/1678801', 'language': 'Vietnamese', 'author': 'WorldSubTeamVN', 'score': 9, 'download_link': 'https://subscene.com/subtitles/vietnamese-text/eCIjwcOok4UaE99dxbG6KCHjqjxlyUpFwpOUMpGV9wK0769-k6lTgvdobBT-gFOzuzbRrOQ7OtwofZPO7feH-6_s6vqvuw-g7YNAPfVfCSjGXxWP6UU4E61Zq-xnYugV0'}",/home2/nguyenlm/Projects/TTS/preprocessing/crawl_subtitle/assets/vietsub/Top_100_Action_Adventure_Movies/Dunkirk_(2017)_vietsub.zip
